CustomID	Label	URL	ID
357	КЬАРАЗ	https://www.facebook.com/groups/1378725649104264/	1378725649104264
358	Родительский комитет КБР	https://www.facebook.com/groups/548475871984551/	548475871984551
361	ТУРАНО-ХУННСКАЯ ЦИВИЛИЗАЦИЯ	https://www.facebook.com/groups/1376014095948167/	1376014095948167
362	Общественное мнение	https://www.facebook.com/groups/162187600898621/	162187600898621
364	Bashuyuk Kuzey Kafkas Karacay Malkar Dernegi	https://www.facebook.com/groups/6533249610/	6533249610
365	Благотворительный фонд "Территория милосердия"	https://www.facebook.com/groups/300742206743262/	300742206743262
367	The Caucasus Post	https://www.facebook.com/groups/228837420788309/	228837420788309
368	Расшифровка абхазских фамилий. Ап,суа жэлак,уа рхылцшьт,ра ацакы.	https://www.facebook.com/groups/1460569170852331/	1460569170852331
372	Помним. Депортация и возвращение	https://www.facebook.com/groups/1401625410090865/	1401625410090865
375	РИА «Дагестан»	https://www.facebook.com/groups/268947426480954/	268947426480954
381	Республика Дагестан	https://www.facebook.com/groups/1397912567152752/	1397912567152752
382	Cerkes Haber-Paylas?m ve Kamuoyu Olusturma Grubu	https://www.facebook.com/groups/141211562616418/	141211562616418
384	Меч Закона	https://www.facebook.com/groups/270313706379470/	270313706379470
385	Cerkes Milliyetcileri (Circassian Nationalists)	https://www.facebook.com/groups/150157864858/	150157864858
386	РОССИЯ И РУССКИЕ	https://www.facebook.com/groups/724696594291219/	724696594291219
387	Дагестан Reality.	https://www.facebook.com/groups/235933899937691/	235933899937691
389	Российское Военно-Историческое общество в КБР.	https://www.facebook.com/groups/224680427740458/	224680427740458
392	Адыгэ ЕплъыкIэ	https://www.facebook.com/groups/628665250569321/	628665250569321
393	Дагестан 24	https://www.facebook.com/groups/561563843919401/	561563843919401
394	НОВОСТИ ИНГУШЕТИЯ	https://www.facebook.com/groups/328772537279489/	328772537279489
395	Свободные новости России	https://www.facebook.com/groups/1392953167594152/	1392953167594152
397	Годекан / godekan.com	https://www.facebook.com/groups/1116234025087968/	1116234025087968
399	Союз Ингушских Молодежных Объединений(СИМО)	https://www.facebook.com/groups/862611880422416/	862611880422416
403	Мегрельская нация!	https://www.facebook.com/groups/226484270769365/	226484270769365
404	Cerkesler	https://www.facebook.com/groups/343313472394868/	343313472394868
405	GOLCUK GUMUS .CERKES TAKILARI	https://www.facebook.com/groups/76278748628/	76278748628
407	СМИ и Пресс-службы Республики Дагестан	https://www.facebook.com/groups/176399876031355/	176399876031355
408	Абхазские имена	https://www.facebook.com/groups/233515536747592/	233515536747592
409	Благотворительный фонд защиты животных Абхазии "Надежда"	https://www.facebook.com/groups/343665102501577/	343665102501577
410	Соотечественники Российской Федерации	https://www.facebook.com/groups/258397820908240/	258397820908240
411	За мирный Дагестан	https://www.facebook.com/groups/867436206672557/	867436206672557
413	Islam in Abkhazia	https://www.facebook.com/groups/302827129789664/	302827129789664
414	ИсламДаг.ру официальная группа	https://www.facebook.com/groups/586245051540539/	586245051540539
415	Лидеры региона Дагестан, КБР, КЧР	https://www.facebook.com/groups/288010967982705/	288010967982705
416	Доска объявлений для мусульман	https://www.facebook.com/groups/1520379374909476/	1520379374909476
417	Владислав Ардзинба - первый Президент Абхазии	https://www.facebook.com/groups/584304935000073/	584304935000073
421	БИЗНЕС LIFE	https://www.facebook.com/groups/487549411443086/	487549411443086
425	ВМСМ - Всероссийский межнациональный союз молодежи	https://www.facebook.com/groups/548671168507112/	548671168507112
426	Апсуаш?а	https://www.facebook.com/groups/596475843743511/	596475843743511
429	СВОБОДА СЛОВА. ДАГ	https://www.facebook.com/groups/659225137498365/	659225137498365
432	СУХУМ ВЫБИРАЕТ ...	https://www.facebook.com/groups/173487122763736/	173487122763736
433	Союз грузин в России	https://www.facebook.com/groups/196506040455846/	196506040455846
434	CERKES DUKKANI	https://www.facebook.com/groups/1406518022905278/	1406518022905278
436	Союз ногайской молодежи (СНМ)	https://www.facebook.com/groups/766995743387742/	766995743387742
437	Юг России - общие дела	https://www.facebook.com/groups/658189800974573/	658189800974573
438	Мы ЗА восстановление Военно-Сухумской дороги	https://www.facebook.com/groups/394110560668290/	394110560668290
439	Абхазский государственный драматический театр им.С.Чанба	https://www.facebook.com/groups/632852083522280/	632852083522280
443	Дагестанская история и культура	https://www.facebook.com/groups/158568504295806/	158568504295806
445	Дагестанские пейзажи	https://www.facebook.com/groups/343286972458900/	343286972458900
446	Народное движение "За Кавминводы!"	https://www.facebook.com/groups/1573783412895045/	1573783412895045
